BP_from,BP_to,X_S42,Y_S42
7550,1380,3466998,5572772
7550,1380,3471392,5558805
7550,1380,3467604,5573452
6200,4200,3466045,5586702
7550,1380,3472854,5560400
4200,3550,3470789,5557182
7550,1380,3469373,5559395
4200,2340,3468101,5571842
2340,1988,3480745,5547674
4200,2340,3474399,5563638
7550,1380,3469996,5569923
7550,1380,3471991,5557877
7550,1380,3474739,5563415
7550,1380,3471272,5558686
2340,1988,3469189,5571213
5300,4800,3474895,5560443
6200,4200,3466548,5570610
7550,1380,3468219,5580212
7550,1380,3470082,5567820
7550,1380,3474606,5561333
2340,1988,3471364,5582473
7550,1380,3468802,5572326
7550,1380,3473092,5558868
7550,1380,3472392,5558999
7550,1380,3469753,5568455
7550,1380,3476109,5570153
4200,2340,3473794,5560252
7550,1380,3471198,5570411
7550,1380,3469203,5572933
4200,2340,3470751,5588862
3200,2950,3472796,5568967
4200,2340,3468251,5571831
3650,3550,3468251,5571831
7550,1380,3481016,5542745
2340,1988,3474094,5560190
7550,1380,3473199,5556807
7550,1380,3472454,5560284
7550,1380,3469478,5581834
7550,1380,3471818,5548397
7550,1380,3474407,5569278
7550,1380,3469749,5580299
2950,2725,3473784,5581100
7550,1380,3470687,5556713
4200,2340,3471198,5570411
7550,1380,3472799,5570472
3200,2950,3468445,5566888
3200,2950,3471991,5558072
7550,1380,3472596,5568904
7550,1380,3467400,5571538
2340,1988,3474016,5582623
7550,1380,3468947,5568909
7550,1380,3465597,5587146
7550,1380,3472799,5571037
2950,2725,3469386,5561660
7550,1380,3469998,5570581
7550,1380,3468989,5566639
7550,1380,3470401,5571735
7550,1380,3470540,5584988
7550,1380,3472000,5571214
7550,1380,3480835,5547714
3200,2950,3466204,5573569
7550,1380,3481345,5547058
7550,1380,3471398,5562740
7550,1380,3470380,5585155
7550,1380,3478826,5547810
7550,1380,3481235,5547292
2950,2725,3470608,5556804
7550,1380,3471094,5560002
7550,1380,3471198,5569761
7550,1380,3468420,5570224
7550,1380,3478026,5547744
7550,1380,3472915,5546288
2340,1988,3477817,5557589
7550,1380,3479024,5545051
7550,1380,3471191,5557854
7550,1380,3470810,5571624
7550,1380,3468006,5574111
4200,2340,3464768,5584147
2340,1988,3472192,5558386
7550,1380,3470001,5571791
7550,1380,3467802,5572455
7550,1380,3476808,5546930
2950,2725,3472291,5558285
7550,1380,3473399,5577563
2950,2725,3474408,5569870
2340,1988,3481158,5547532
2950,2725,3474895,5560443
4200,2340,3472411,5543782
7550,1380,3474684,5559655
7550,1380,3469036,5561498
7550,1380,3474706,5561775
7550,1380,3471599,5570815
1980,1560,3467801,5571920
4200,2340,3471794,5574128
7550,1380,3471807,5548148
2340,1988,3468961,5562824
2950,2725,3466184,5586733
7550,1380,3469597,5565811
7550,1380,3470622,5581632
4800,4200,3471600,5557068
7550,1380,3470191,5553597
2563,2340,3472495,5560781
7550,1380,3473224,5545567
7550,1380,3476609,5569386
7550,1380,3466184,5586821
7550,1380,3474199,5563616
7550,1380,3474295,5560438
7550,1380,3472654,5560382
7550,1380,3473189,5559867
7550,1380,3473784,5580915
2340,1988,3477929,5552744
7550,1380,3469389,5570931
7550,1380,3472192,5558768
1980,1560,3471198,5569761
4200,2340,3471795,5568000
7550,1380,3468202,5572342
7550,1380,3475393,5558969
7550,1380,3471398,5569911
7550,1380,3469964,5564108
2950,2725,3468401,5572160
2950,2725,3474500,5564157
7550,1380,3474784,5560134
7550,6200,3474895,5561045
2563,2340,3473695,5560453
7550,1380,3473995,5560501
7550,1380,3474209,5563839
7550,1380,3473608,5569802
2950,2725,3472990,5557339
7550,1380,3472810,5543218
7550,1380,3477025,5546357
7550,1380,3473198,5563203
7550,1380,3466198,5593208
2950,2725,3468987,5560923
2340,1988,3474495,5560781
4200,2340,3469988,5580762
7550,1380,3474208,5569960
7550,1380,3472184,5588032
2340,1988,3476624,5544283
7550,1380,3469198,5570698
7550,6200,3473734,5545601
7550,1380,3467329,5571304
4200,2340,3465796,5586704
2563,2340,3473394,5560258
3200,2950,3469868,5580721
7550,1380,3476633,5560185
7550,1380,3473599,5563297
7550,1380,3471759,5575606
7550,1380,3469041,5568639
7550,1380,3480635,5547528
2563,2340,3467801,5572005
7550,1380,3474084,5559835
7550,1380,3469868,5580721
7550,1380,3472492,5558708
7550,1380,3471290,5557613
7550,1380,3472192,5558386
2340,1988,3472799,5570472
7550,1380,3478444,5561026
7550,1380,3477126,5548208
7550,1380,3470788,5556955
7550,1380,3474018,5582213
7550,1380,3478129,5553681
7550,1380,3474030,5542653
7550,1380,3469420,5580597
5800,5300,3474495,5560781
7550,1380,3469919,5573372
4200,2340,3471399,5570916
7550,1380,3469189,5562092
7550,1380,3470797,5563313
2340,1988,3471491,5557662
3200,2950,3473494,5560400
7550,1380,3470405,5573838
7550,1380,3467799,5570972
7550,1380,3473203,5566330
7550,1380,3468800,5571391
4200,2340,3471693,5559310
7550,1380,3470999,5556726
2340,1988,3473694,5560353
7550,1380,3470422,5581374
7550,1380,3473794,5560352
2340,1988,3473883,5559201
7550,1380,3471383,5587741
7550,1380,3468141,5567404
7550,1380,3470680,5558046
7550,1380,3474399,5563338
7550,1380,3470197,5570046
4200,2340,3474016,5582308
7550,1380,3474394,5560207
2563,2340,3465795,5586614
4200,2340,3472929,5566950
7550,1380,3467260,5571394
4200,2340,3470797,5563120
2340,1988,3480835,5547714
7550,1380,3473803,5538099
7550,1380,3469400,5571716
7550,1380,3468019,5580144
7550,1380,3466385,5587224
7550,1380,3473812,5544095
7550,1380,3471593,5559133
7550,1380,3471610,5589295
7550,1380,3469797,5565827
1980,1560,3478425,5545847
7550,1380,3472254,5559970
7550,1380,3473580,5560741
7550,1380,3468794,5566290
7550,1380,3474296,5561215
7550,1380,3469224,5582444
7550,1380,3472503,5559683
7550,1380,3472192,5558481
6950,6200,3470011,5581060
7550,1380,3474984,5559942
4200,2340,3474609,5563686
3200,2950,3465796,5586704
7550,1380,3473407,5560350
7550,1380,3474193,5573378
7550,1380,3478847,5541774
7550,1380,3474398,5563040
7550,1380,3470028,5566235
7550,1380,3468800,5571501
6200,4200,3474399,5563638
7550,1380,3472600,5571474
7550,1380,3472032,5558912
6950,6200,3467604,5573252
7550,6200,3469425,5580342
4200,2340,3474185,5582212
7550,1380,3479224,5544782
7550,1380,3475215,5546128
7550,1380,3470444,5568607
4800,4200,3474018,5582113
5800,5300,3470062,5566677
7550,1380,3475358,5569870
7550,1380,3472292,5558605
3200,2950,3469842,5567944
7550,1380,3472399,5571021
4800,4200,3468987,5561023
7550,1380,3474784,5559934
7550,1380,3473202,5572776
7550,1380,3480615,5543400
7550,1380,3473199,5563560
3200,2950,3471994,5574067
7550,1380,3467891,5571991
7550,1380,3474093,5559595
7550,6850,3469002,5572610
7550,1380,3472894,5559745
7550,1380,3473983,5559321
7550,6850,3479224,5544782
7550,1380,3465596,5586716
7550,1380,3473984,5581118
4200,3550,3469002,5572610
2950,2725,3465184,5586269
7550,1380,3477525,5547095
2340,1988,3468987,5561123
7550,1380,3469002,5572315
7550,6200,3481345,5546858
2950,2725,3468802,5572536
7550,1380,3475620,5538615
6200,4200,3473885,5582154
7550,1380,3464767,5583872
7550,1380,3471492,5558827
7550,1380,3474842,5563281
7550,1380,3479025,5547061
2950,2725,3474401,5564648
7550,1380,3471384,5552827
7550,6200,3469420,5580677
7550,1380,3474198,5563109
7550,1380,3471194,5560027
2563,2340,3473794,5560152
7550,1380,3470828,5563012
7550,1380,3476624,5544183
6200,4200,3477929,5553374
7550,1380,3469050,5567081
7550,1380,3475104,5560071
7550,1380,3479884,5553298
7550,1380,3468602,5572555
7550,1380,3466788,5570708
7550,1380,3474495,5560556
7550,1380,3472091,5558054
7550,1380,3469399,5566391
2950,2725,3474895,5561045
7550,1380,3480843,5546974
7550,1380,3475594,5545186
4200,3550,3471596,5568452
2563,2340,3472982,5566057
7550,1380,3474016,5582623
7550,1380,3468990,5585051
2563,2340,3473494,5560310
7550,1380,3475053,5560814
7550,1380,3468415,5567039
7550,1380,3469802,5572633
3600,3200,3470606,5563055
7550,1380,3471291,5557913
7550,6850,3469853,5568464
7550,1380,3468051,5567602
7550,1380,3467815,5578196
7550,1380,3471200,5557289
2563,2340,3473407,5560350
7550,1380,3476433,5560354
7550,1380,3468801,5571996
7550,1380,3474601,5578895
7550,1380,3474395,5560387
7550,1380,3467602,5572652
2340,1988,3473189,5559867
7550,1380,3470201,5571944
7550,1380,3474484,5559671
2340,1988,3469970,5580665
7550,1380,3475594,5544393
4200,2340,3472394,5574226
7550,6200,3469450,5580466
7550,1380,3478426,5547622
2950,2725,3468986,5560825
7550,1380,3468805,5569206
7550,1380,3473734,5545701
2340,1988,3473785,5582175
7550,1380,3469399,5566501
6200,4200,3473294,5560237
1980,1560,3478435,5546557
4200,3200,3474194,5564804
2563,2340,3471191,5557744
3200,2950,3470688,5556798
7550,1380,3479036,5547409
2340,1988,3465795,5586614
7550,1380,3474008,5570032
7550,1380,3480545,5547652
7550,1380,3474284,5559755
6950,6200,3474016,5582725
7550,1380,3470803,5556717
7550,1380,3471400,5571744
7550,1380,3468961,5562771
7550,1380,3465402,5591998
2563,2340,3473294,5560237
2563,2340,3474968,5560487
2340,1988,3471791,5557814
7550,1380,3473787,5583450
7550,1380,3469403,5572864
2340,1988,3468001,5572098
4200,3200,3467801,5572005
7550,1380,3472594,5574101
7550,1380,3469402,5572631
2340,1988,3481065,5547586
7550,1380,3470597,5570211
4200,2340,3471807,5558454
2340,1988,3466046,5586772
7550,1380,3469992,5566698
7550,1380,3470812,5569969
7550,1380,3469598,5566221
7550,1380,3473610,5543214
7550,1380,3468791,5563107
7550,1380,3467962,5567788
4200,2340,3468290,5571413
4200,2340,3474968,5560487
7550,1380,3471601,5572163
7550,1380,3471596,5568352
7550,1380,3474597,5540868
7550,1380,3474395,5560887
7550,1380,3469581,5571920
7550,1380,3470190,5553532
7550,1380,3466384,5587009
7550,1380,3467403,5573196
2725,2485,3469200,5567049
7550,1380,3468975,5560028
1980,1560,3471491,5557662
7550,1380,3467632,5570473
7550,1380,3473695,5560975
4200,2340,3477929,5553474
2340,1988,3478551,5547798
1560,1380,3467340,5571786
7550,1380,3468214,5578004
7550,1380,3469412,5576884
7550,1380,3472387,5558389
7550,1380,3478279,5561997
2563,2340,3467441,5571900
2340,1988,3470770,5575890
4200,3200,3479225,5546933
3200,2950,3474895,5560443
7550,1380,3479032,5558253
3600,3200,3475814,5544447
7550,1380,3467399,5571348
7550,1380,3474010,5564373
7550,1380,3476433,5559954
7550,1380,3470581,5558114
7550,1380,3475368,5560484
7550,1380,3475866,5549028
1980,1560,3473785,5582175
7550,1380,3478580,5538032
7550,1380,3472993,5559291
7550,1380,3475008,5569585
7550,1380,3471236,5582452
7550,1380,3474595,5560506
7550,1380,3466005,5573340
7550,1380,3473055,5560619
7550,1380,3470245,5581318
7550,1380,3475594,5544486
3200,2950,3466792,5572741
2340,1988,3477799,5544661
7550,1380,3469798,5566022
7550,1380,3469397,5565790
7550,1380,3473587,5560274
7550,1380,3466046,5586772
7550,1380,3467140,5571753
2340,1988,3465595,5586608
4200,3200,3467601,5572082
4200,2340,3474500,5564037
7550,1380,3470801,5562748
7550,1380,3469479,5568650
7550,1380,3470789,5557182
3200,2950,3474401,5564648
2950,2725,3471593,5559133
7550,1380,3469379,5584658
7550,1380,3474093,5559390
4200,2340,3467730,5567902
2950,2725,3473894,5559974
7550,1380,3473808,5569961
7550,1380,3468930,5562324
7550,1380,3467197,5572650
7550,1380,3477725,5546489
7550,1380,3472801,5564831
7550,1380,3472203,5559621
1980,1560,3474396,5561304
7550,1380,3471000,5557326
7550,1380,3473885,5582254
1980,1560,3472998,5569910
7550,1380,3473200,5557104
5800,5300,3471384,5552827
7550,1380,3471987,5558372
7550,1380,3476058,5563994
4200,2340,3474401,5564648
7550,1380,3472394,5574136
2563,2340,3473612,5560476
7550,1380,3473895,5560541
7550,1380,3474586,5552149
7550,1380,3472691,5557971
7550,1380,3478551,5547568
7550,1380,3467039,5568971
7550,1380,3474495,5560456
7550,1380,3474495,5560656
4200,3550,3471994,5574067
4200,3200,3466434,5583628
2563,2340,3472037,5558682
7550,1380,3473581,5584127
7550,1380,3472998,5570000
2950,2725,3470591,5558279
7550,1380,3472800,5562306
4200,3200,3470789,5557277
7550,1380,3474393,5559534
7550,1380,3467999,5571123
7550,1380,3469353,5570519
7550,6850,3478824,5545140
7550,1380,3469012,5576990
4200,2340,3480745,5547054
7550,1380,3476235,5563658
7550,1380,3471425,5589188
2340,1988,3480985,5547683
7550,1380,3472032,5558827
7550,1380,3469586,5556035
2950,2725,3473894,5560241
7550,1380,3466006,5573440
2950,2725,3474983,5561034
3200,2950,3475004,5560272
7550,1380,3476623,5546494
4200,3550,3469076,5560422
4200,2340,3477324,5561735
6950,6200,3472400,5571356
2950,2725,3472596,5568904
4200,3200,3470378,5553375
4200,3200,3473785,5582102
7550,1380,3474492,5559966
7550,1380,3471000,5557226
2340,1988,3477929,5553374
2950,2725,3474895,5560545
7550,1380,3467048,5570621
3200,2950,3469400,5566948
7550,1380,3468060,5566922
7550,1380,3468414,5577750
7550,1380,3468818,5577424
3200,2950,3470608,5556804
7550,1380,3474395,5560687
6200,4200,3469991,5580857
4200,3200,3471987,5558372
7550,1380,3473984,5559928
7550,1380,3472854,5560100
4200,3550,3467801,5572072
7550,1380,3469602,5572625
7550,1380,3467961,5569775
7550,1380,3479622,5542042
7550,1380,3469220,5580529
7550,1380,3476636,5564021
7550,1380,3467400,5571443
7550,1380,3477835,5563555
7550,1380,3468602,5572378
2563,2340,3468415,5567039
7550,1380,3471595,5568274
7550,1380,3468974,5559635
7550,1380,3470789,5557277
7550,1380,3468970,5566904
7550,1380,3469796,5569658
7550,1380,3474409,5563848
6950,6200,3474018,5582113
7550,1380,3472476,5558153
7550,1380,3472312,5558854
7550,1380,3470591,5558379
7550,1380,3473812,5544190
1980,1560,3468001,5572098
7550,1380,3472091,5557966
7550,1380,3464971,5585171
7550,1380,3468684,5564326
4200,2340,3474094,5560190
7550,1380,3470999,5556826
7550,1380,3469107,5562165
7550,1380,3467801,5572005
2340,1988,3471892,5558540
2563,2340,3469581,5585551
7550,1380,3469070,5562473
3200,2950,3471987,5558570
4200,2340,3465184,5586344
7550,1380,3474400,5564048
7550,1380,3469103,5572676
7550,1380,3474351,5565310
7550,1380,3475504,5559748
7550,1380,3470606,5563055
7550,1380,3470000,5571506
7550,1380,3474008,5570117
7550,1380,3476633,5560385
7550,1380,3473394,5560258
7550,1380,3472601,5564813
7550,1380,3479126,5547482
3600,3200,3475004,5560272
7550,1380,3473814,5536619
7550,1380,3471999,5570719
7550,1380,3479225,5546833
2340,1988,3471987,5558372
7550,1380,3468808,5575014
7550,1380,3472393,5559104
2950,2725,3471000,5557026
7550,1380,3470046,5566037
2563,2340,3465595,5586608
4200,2340,3473785,5582102
3200,2950,3471397,5569669
4200,2340,3472622,5569028
2950,2725,3473189,5559867
7550,1380,3469000,5571350
2563,2340,3473677,5560133
2340,1988,3478551,5547568
7550,1380,3471778,5577202
2950,2725,3468997,5561223
4200,2340,3471593,5559133
3200,2950,3474968,5560487
2563,2340,3474784,5559844
2340,1988,3480960,5546988
7550,1380,3473998,5569602
6950,6200,3473397,5569542
7550,1380,3472593,5559029
2950,2725,3473094,5560028
3200,2950,3470378,5553375
7550,1380,3473788,5559322
7550,1380,3476626,5547846
2340,1988,3469202,5572383
7550,1380,3471794,5574221
7550,1380,3471172,5570758
7550,1380,3474016,5582523
6950,6200,3473608,5569700
7550,1380,3467400,5571628
2340,1988,3478129,5553365
7550,1380,3470801,5562653
7550,1380,3473399,5563326
7550,1380,3474504,5567404
7550,1380,3474195,5560539
2340,1988,3471393,5559103
7550,6850,3469425,5580342
7550,1380,3477827,5557484
7550,6200,3471291,5557913
2563,2340,3472092,5558367
3200,2950,3470605,5556726
7550,1380,3480816,5542984
7550,1380,3469402,5572431
7550,1380,3470222,5581545
7550,1380,3476633,5546744
7550,1380,3474004,5567351
7550,1380,3471963,5548793
7550,1380,3474504,5567312
7550,1380,3473419,5548966
7550,1380,3476609,5569186
7550,1380,3473419,5549194
7550,1380,3474797,5540573
2563,2340,3473425,5560455
4200,2340,3473596,5582749
7550,1380,3473595,5567800
2950,2725,3476425,5546845
7550,1380,3470608,5556804
2340,1988,3469089,5562253
7550,1380,3474609,5563686
7550,1380,3466007,5574038
3200,2950,3475053,5560814
7550,1380,3470994,5560016
7550,1380,3470987,5562641
7550,1380,3471600,5571382
7550,1380,3474295,5560638
3200,2950,3473899,5559866
4200,2340,3474895,5560545
4200,2340,3467891,5571991
4200,2340,3471599,5570912
7550,1380,3472929,5566950
2340,1988,3471493,5559112
7550,1380,3468774,5559897
2340,1988,3470688,5556798
7550,1380,3474395,5560587
2340,1988,3480745,5547574
2340,1988,3481318,5547438
7550,1380,3473000,5571711
7550,1380,3469451,5585623
7550,1380,3472371,5558299
3200,2950,3467801,5571920
3200,2950,3468290,5571413
3200,2950,3473783,5559629
7550,1380,3479226,5547360
7550,1380,3467411,5573008
7550,1380,3464767,5583962
2340,1988,3471191,5557744
3200,2950,3474185,5582114
2340,1988,3471807,5548148
7550,1380,3468181,5569748
3600,3200,3467801,5571920
7550,1380,3478626,5548098
7550,1380,3466206,5574239
2563,2340,3473695,5560553
7550,1380,3474384,5559722
3200,2950,3474904,5560328
2340,1988,3471599,5570912
2340,1988,3472484,5558253
7550,1380,3469595,5568071
7550,1380,3468015,5578174
7550,1380,3474186,5582307
7550,1380,3469802,5572550
7550,6850,3479024,5544848
4200,2340,3472112,5558716
7550,1380,3471818,5548502
7550,1380,3470268,5569141
7550,1380,3478832,5558656
7550,1380,3481016,5543243
7550,1380,3473005,5561026
7550,1380,3471391,5558012
3200,2950,3468202,5572342
7550,1380,3470999,5570950
3200,2950,3471567,5552907
7550,1380,3470193,5572857
7550,1380,3469038,5561733
7550,1380,3473416,5575850
7550,1380,3468613,5577436
2340,1988,3467891,5571991
5800,5300,3473494,5560310
2950,2725,3469050,5567081
7550,1380,3473518,5548563
7550,1380,3474608,5569917
4200,2340,3472493,5559173
7550,1380,3473994,5560201
7550,1380,3470181,5585271
1980,1560,3468301,5572211
7550,1380,3479202,5541559
2340,1988,3467601,5571962
2340,1988,3468251,5571831
3200,2950,3470134,5568559
7550,6200,3469601,5572155
2340,1988,3468290,5571413
1980,1560,3474296,5561215
7550,1380,3466384,5586811
2340,1988,3464567,5583774
2340,1988,3473992,5544096
1980,1560,3467601,5571962
7550,1380,3472797,5576153
7550,1380,3471891,5557858
7550,1380,3469429,5582147
7550,1380,3479026,5547594
7550,1380,3474938,5569839
7550,1380,3471735,5571561
7550,1380,3478426,5547847
7550,1380,3471807,5548032
2950,2725,3470368,5553445
4200,2340,3470815,5556632
2950,2725,3474185,5582114
7550,1380,3469075,5560327
2340,1988,3473094,5559728
2340,1988,3473241,5559339
7550,1380,3466046,5586972
4200,2340,3475814,5544447
2563,2340,3471987,5558570
7550,1380,3477224,5544708
7550,1380,3473796,5582767
6950,6200,3481345,5546958
7550,1380,3470751,5588862
7550,1380,3474294,5560338
7550,1380,3467259,5571304
7550,1380,3466765,5571643
2950,2725,3472091,5558054
7550,1380,3471375,5558583
4200,2340,3468445,5566888
7550,6850,3479832,5544794
7550,1380,3471390,5557592
2340,1988,3474477,5560066
2340,1988,3473734,5545701
7550,1380,3470401,5571963
7550,1380,3474598,5562846
7550,1380,3471290,5557543
7550,1380,3475594,5544586
1980,1560,3469196,5572758
7550,1380,3474815,5560401
7550,6200,3470174,5581031
4200,2340,3471987,5558472
2340,1988,3472622,5569028
7550,1380,3471274,5581046
7550,1380,3471783,5587873
7550,1380,3473094,5560028
2950,2725,3470687,5556713
7550,1380,3467783,5590702
7550,1380,3469196,5572758
3200,2950,3470606,5563055
7550,1380,3471600,5571612
3200,2950,3474995,5560824
7550,1380,3469076,5560613
7550,1380,3470210,5581455
7550,1380,3475084,5559701
7550,1380,3472393,5559206
7550,6850,3476233,5560533
7550,1380,3470423,5557040
1980,1560,3467340,5571786
2950,2725,3474399,5563538
7550,1380,3469201,5572208
7550,1380,3480978,5547085
7550,1380,3438904,5584703
6200,4200,3471880,5570740
7550,1380,3436813,5583624
7550,1380,3436908,5585168
7550,1380,3478350,5577751
1980,1560,3439587,5585396
7550,1380,3436599,5583057
7550,1380,3437804,5584378
7550,1380,3467596,5571621
5000,4800,3471958,5570515
7550,1380,3439494,5585462
6200,4200,3436565,5584274
7550,1380,3471880,5570740
3200,2950,3438023,5582314
1980,1760,3437629,5584703
7550,1380,3438023,5582314
7550,1380,3436809,5583681
7550,1380,3439012,5586212
7550,1380,3471381,5571676
7550,1380,3468007,5572115
6900,6550,3438274,5585699
7550,1380,3438562,5583380
5800,5300,3472221,5570232
7550,1380,3437865,5584518
2563,2340,3437899,5586302
4200,2340,3436571,5583980
1980,1560,3435074,5585257
7550,6200,3438197,5586119
4200,2725,3472735,5568938
7550,1380,3471138,5570446
7550,4250,3476658,5577045
7550,1380,3472133,5570730
2950,2725,3472699,5568845
7550,1380,3438531,5583748
7550,1380,3436325,5585498
7550,1380,3437720,5584383
2725,2340,3437964,5582298
4200,2340,3435827,5585016
2950,2725,3436894,5583658
3200,2950,3472046,5570584
7550,6200,3436512,5585973
7550,1380,3467321,5571497
4200,2340,3472640,5568983
7550,1380,3471600,5570933
7550,1380,3436737,5582971
7550,6850,3478382,5577672
6900,6550,3437821,5586365
7550,1380,3473946,5567219
7550,1380,3438131,5582033
7550,1380,3472901,5568867
7550,1380,3436591,5582707
4200,2725,3435927,5585002
4200,3550,3437996,5582219
7550,1380,3472699,5568845
7550,1380,3470560,5570646
5000,4800,3435887,5585342
2725,2340,3468025,5573200
6550,6150,3470778,5569668
2950,2725,3471958,5570515
7550,1380,3436130,5585867
7550,1380,3438194,5585750
2420,1988,3438071,5582031
7550,1380,3471077,5570469
7550,1380,3436606,5585635
7550,1380,3437857,5582367
4800,4450,3436950,5584140
7550,1380,3438908,5584977
7550,1380,3437792,5582459
7550,1380,3439361,5585411
1980,1560,3470778,5569668
7550,1380,3437489,5583115
7550,1380,3438122,5584603
4200,2340,3472197,5571003
7550,1380,3435697,5583433
7550,1380,3471867,5570454
4800,4450,3436418,5585865
1980,1560,3437899,5586302
7550,1380,3435072,5585150
7550,1380,3436506,5585644
7550,1380,3470548,5569707
7550,1380,3470244,5568348
3200,2950,3471880,5570740
7550,1380,3439917,5584904
7550,1380,3438539,5585089
7550,1380,3468033,5572509
7550,1380,3436449,5583662
2950,2725,3435827,5585016
7550,1380,3438786,5584857
7550,1380,3436705,5584373
3200,2950,3473078,5568882
5000,4800,3435922,5585293
1980,1760,3438131,5582033
7550,1380,3439525,5582172
7550,1380,3439111,5585957
7550,1380,3438284,5583562
7550,6200,3435074,5585257
7550,1380,3471791,5570613
7550,1380,3438925,5584882
7550,1380,3437776,5582342
7550,1380,3438497,5584782
7550,1380,3436512,5585574
7550,1380,3437011,5583693
7550,6850,3438032,5582127
7550,1380,3438032,5582127
1980,1760,3468109,5572102
7550,1380,3436475,5585257
7550,1380,3436297,5583867
7550,1380,3437948,5584512
7550,1380,3437824,5584508
4200,3550,3438032,5582127
7550,1380,3471810,5569976
7550,1380,3470782,5570259
7550,6850,3437656,5581845
3600,3200,3437964,5582298
7550,1380,3437270,5585763
7550,1380,3435239,5583420
4200,2340,3471958,5570515
7550,1380,3437057,5582863
1980,1760,3437870,5584350
7550,1380,3438181,5583844
7550,1380,3437699,5584496
4200,2725,3435887,5585342
7550,1380,3437445,5581711
7550,1380,3437792,5582672
7550,1380,3437454,5582066
7550,1380,3436504,5585510
7550,6200,3476494,5568899
7550,1380,3434871,5585136
7550,1380,3436321,5585118
7550,1380,3437523,5582757
7550,1380,3467183,5571359
7550,1380,3439758,5584990
2420,1988,3436704,5586037
7550,1380,3472051,5570801
7550,6200,3476869,5577091
7550,1380,3436512,5585664
4200,3550,3471958,5570515
7550,6850,3438520,5585563
7550,1380,3438921,5584851
6200,4200,3438057,5582224
7550,1380,3438029,5584518
7550,1380,3438469,5583344
7550,1380,3478642,5577936
2725,2340,3437996,5582219
7550,1380,3436623,5585835
2563,2340,3472640,5568983
1980,1560,3437500,5582078
2725,2340,3437735,5582541
3200,2950,3437964,5582298
7550,1380,3436416,5583859
7550,1380,3439327,5582791
4200,3550,3435072,5585150
6200,4200,3435692,5585320
7550,1380,3435219,5583425
1980,1560,3438093,5582129
7550,6850,3437951,5582179
1980,1560,3437087,5584700
6200,4200,3436653,5583948
4200,2340,3435864,5585075
3200,2950,3472113,5570417
2420,1988,3436514,5583954
7550,1380,3437384,5585289
7550,6850,3436130,5585867
7550,1380,3436980,5583780
7550,1380,3472221,5570232
7550,6200,3468007,5572115
7550,1380,3437229,5581668
7550,1380,3436431,5582709
7550,6200,3438539,5585089
3200,2950,3436010,5585346
7550,1380,3438264,5585114
4200,2725,3471918,5570545
7550,1380,3436833,5584057
3200,2950,3473494,5566441
1560,1380,3437921,5582442
7550,1380,3468127,5572161
1980,1560,3471525,5571739
1980,1560,3437639,5586385
7550,1380,3436832,5582555
7550,1380,3436739,5585245
7550,1380,3436512,5585973
7550,1380,3473869,5567696
2950,2725,3435792,5584910
2725,2340,3435927,5585002
7550,1380,3471030,5570808
7550,1380,3436804,5585433
7550,1380,3435716,5584159
7550,1380,3467898,5570940
7550,1380,3436700,5583674
7550,1380,3437140,5582592
7550,1380,3438367,5583626
3200,2950,3434871,5585136
7550,1380,3436700,5583075
3200,2950,3472640,5568983
3200,2950,3435864,5585075
7550,1380,3470719,5570561
7550,1380,3438071,5582031
3200,2725,3472699,5568845
2950,2725,3471445,5571051
7550,1380,3436531,5583854
2725,2340,3437776,5582342
2420,1988,3476574,5576051
7550,1380,3471178,5570629
2563,2340,3435887,5585342
7550,1380,3467970,5572467
6900,6550,3438934,5584804
7550,1380,3437579,5585166
7550,1380,3436905,5583084
7550,1380,3471191,5570530
7550,1380,3436512,5586174
7550,1380,3438336,5585034
7550,1380,3437964,5582298
4200,2340,3435927,5585002
7550,1380,3435221,5583519
4200,2725,3436990,5583990
6200,4200,3436833,5584057
7550,1380,3436672,5584974
7550,1380,3438270,5584560
7550,1380,3436357,5581293
4200,2725,3472822,5568868
4200,2725,3436217,5585283
7550,1380,3435074,5585257
7550,1380,3436269,5585118
7550,1380,3477792,5576755
7550,1380,3472735,5568938
2420,1988,3472640,5568983
7550,1380,3436320,5585677
7550,1380,3436847,5583960
5300,4800,3435074,5585257
7550,1380,3435338,5583439
7550,1380,3438684,5584504
1560,1380,3477437,5577263
2420,1560,3468026,5572177
7550,1380,3436307,5584157
7550,1380,3437494,5582526
4200,2340,3437426,5584728
3200,2725,3436011,5585119
7550,1380,3439350,5585318
4200,2340,3438829,5584575
3200,2950,3437948,5584512
2725,2340,3437980,5582386
7550,6850,3471355,5570533
6200,4200,3437975,5586324
2725,2340,3468007,5571993
4800,4450,3437087,5584700
6900,6550,3468007,5572115
7550,1380,3472248,5570191
7550,1380,3467993,5572966
7550,6850,3437996,5582219
7550,1380,3470244,5571249
3200,2950,3436653,5583948
7550,1380,3436399,5583958
5800,5300,3471958,5570515
6200,5750,3436496,5584060
6200,2725,3438442,5584964
7550,1380,3436464,5584250
7550,1380,3468109,5572102
4200,3550,3438071,5582031
7550,1380,3471369,5571608
7550,1380,3439227,5585276
7550,1380,3438690,5584834
7550,1380,3437469,5585568
7550,1380,3439170,5586012
2725,2340,3438032,5582127
2725,2340,3437857,5582367
7550,1380,3436546,5583767
7550,1380,3438414,5583201
7550,1380,3471240,5570608
7550,1380,3438022,5584431
2950,2725,3435864,5585075
7550,1380,3472079,5570878
2950,2725,3436009,5584966
7550,6200,3471073,5569568
