BP_from,BP_to,X_S42,Y_S42
7450,6850,3468570,5543336
5800,5300,3557952,5569168
2420,1988,3557866,5524445
3250,2975,3559877,5564755
3200,2950,3345839,5488436
2563,2420,3382060,5515744
2340,1988,3409520,5468365
7550,6200,3418185,5601975
2563,2340,3372049,5551369
3250,2975,3516498,5598449
2420,1988,3506146,5605280
3200,2950,3439062,5462062
2485,2340,3470605,5556517
4450,4200,3383062,5588775
6900,6550,3564301,5579877
2420,1988,3554205,5534632
3250,2975,3551694,5574926
2485,2340,3363514,5481046
7550,1380,3425112,5530816
7550,1380,3393542,5501471
1958,1760,3457658,5536926
2725,2340,3380835,5494986
1980,1560,3430371,5595059
4200,2725,3482483,5559223
7550,6200,3431405,5523754
7550,6200,3419278,5526567
7550,6200,3465590,5534913
6950,6200,3457088,5558102
7450,6850,3482713,5557589
1980,1560,3424857,5530625
7450,6850,3561757,5539586
7550,1380,3555031,5533336
5000,4800,3435940,5566956
2950,2725,3453738,5564843
2420,1988,3365880,5507003
7550,1380,3471998,5548461
2420,1988,3428740,5464497
3200,2950,3460809,5536929
2563,2340,3407369,5470089
2563,2340,3453746,5562363
2725,1988,3452980,5559799
7450,6850,3522628,5537118
3200,2950,3489682,5548030
7550,6200,3379122,5516017
3200,2950,3433428,5597643
3200,2950,3464212,5452056
6900,6550,3448519,5548000
5800,5300,3445316,5550273
7550,6200,3544737,5590998
3200,2725,3372460,5480970
7450,6850,3515994,5540010
2340,1988,3426378,5558126
2725,2340,3478551,5543597
7550,1380,3382466,5477818
2563,2340,3468705,5544083
1980,1560,3482283,5558886
3200,2950,3354646,5490762
3600,3225,3470732,5572254
2563,2420,3467606,5537891
6550,6150,3434138,5566076
7550,1380,3592289,5525004
3200,2950,3425868,5529909
1980,1560,3411617,5596506
7550,6200,3623632,5504600
5800,5300,3526421,5533333
7550,1380,3471822,5548282
3200,2950,3425480,5530948
5000,4800,3480223,5559741
2925,2700,3337933,5495820
1980,1560,3457032,5558394
7450,6850,3522238,5538677
2420,1560,3413282,5603688
2725,1988,3366647,5509255
7550,6200,3525176,5575698
6900,6550,3396494,5578680
6200,4200,3468432,5546378
6200,4200,3375458,5543136
3200,2950,3478299,5569838
7450,6850,3551082,5578201
3250,2975,3452190,5595861
7450,6850,3503193,5561584
3250,2975,3497661,5546122
3200,2950,3462668,5552650
7550,6200,3523767,5575204
7450,6850,3516287,5582926
3200,2950,3489880,5551706
7550,1380,3428142,5533103
2925,2700,3393392,5488554
3200,2950,3433568,5501874
2725,2340,3462745,5536522
2725,2485,3463047,5574007
1980,1958,3433280,5523824
3250,2975,3564301,5579877
3200,2950,3405820,5605798
3200,2950,3447448,5505957
2420,1988,3429019,5540400
7550,6200,3476338,5551412
2725,2340,3454133,5562527
2420,2340,3458663,5550484
2485,2340,3356267,5491631
1760,1560,3568049,5543610
7550,1380,3422176,5613163
2420,1988,3464035,5573227
1980,1560,3409520,5604870
7550,1380,3434195,5436241
2420,1988,3470495,5546593
7550,1380,3388599,5580424
2420,1988,3432480,5599104
2725,2485,3503125,5561628
7450,6850,3422754,5526245
5800,5300,3409503,5607534
4800,4200,3509345,5594444
2070,1988,3465957,5558482
2420,1988,3521372,5536624
7550,1380,3509398,5550203
3200,2950,3364518,5517029
2563,2420,3449584,5565189
7550,1380,3376712,5502727
5000,4800,3449592,5563554
2485,2340,3388506,5581864
2205,2070,3425766,5478596
7550,1380,3481474,5552859
3200,2950,3525590,5537975
4200,3550,3480173,5559724
2340,2205,3454133,5562527
3200,2950,3463144,5547115
7450,6850,3433370,5600053
3250,2975,3528964,5529986
3600,3225,3375189,5517557
6900,6550,3489226,5546225
4200,2725,3455772,5455220
5000,4800,3518243,5533206
1980,1560,3388653,5581284
2725,1988,3409684,5555788
4200,3550,3470603,5588975
2725,2340,3476677,5558925
6900,6550,3538766,5582771
7450,6850,3429930,5612866
3650,3550,3454107,5456244
2420,1988,3393999,5578688
6900,6550,3477203,5559439
3600,3225,3383057,5514722
3600,3225,3496440,5554016
3200,2950,3410404,5606843
7550,6200,3452437,5595039
7550,6200,3489795,5546729
5800,5300,3451912,5565729
2950,2700,3569436,5533952
7450,6850,3378121,5517726
5800,5300,3526607,5532917
7450,6850,3370905,5504046
6200,4200,3467706,5572130
3200,2950,3392815,5524993
3600,3200,3457140,5545311
1980,1760,3449984,5440752
5000,4800,3447893,5548317
3200,2950,3443102,5553337
3200,2950,3407642,5576660
2725,2485,3472453,5552372
7550,6200,3467233,5568304
7550,1380,3457629,5541162
3600,3225,3434762,5537420
6200,4200,3485585,5556730
2725,2485,3474334,5560087
3200,2725,3386217,5515946
2725,2563,3445986,5542113
7550,1380,3470484,5550359
6900,6550,3557889,5570811
1980,1760,3489839,5563362
4200,2725,3398247,5580972
7550,1380,3474795,5581746
6200,4200,3512578,5602740
6900,6550,3529302,5537307
3200,2950,3477750,5554042
7550,1380,3461444,5436385
1958,1760,3449123,5563240
2950,2725,3387527,5580629
6200,4200,3482243,5558226
6550,6150,3388095,5580674
5300,5000,3518243,5533206
6900,6550,3376711,5515545
7550,1380,3482003,5559274
2950,2725,3472453,5552372
7450,6850,3512270,5543016
2925,2700,3378869,5477984
7450,6850,3461486,5536738
2420,1560,3390300,5565446
6950,6200,3410838,5581637
2563,2420,3448622,5550065
6200,4200,3516103,5599476
2950,2725,3422774,5459193
2420,1988,3552866,5558078
3200,2950,3468440,5546415
1980,1958,3454190,5436922
6200,4200,3436992,5583990
5800,5300,3543838,5556170
2563,2420,3463935,5423794
7550,6200,3497429,5541169
7550,1380,3479943,5560009
7450,6850,3497517,5540883
6900,6550,3376479,5515454
2950,2725,3477179,5547778
3250,2975,3559618,5564515
6900,6550,3456636,5553732
7550,1380,3423688,5526910
2340,2205,3388506,5581864
2070,1988,3480594,5560774
1980,1560,3481713,5556372
2725,2563,3409271,5604963
6900,6550,3557018,5536040
7550,6200,3498081,5587444
2563,2340,3395854,5451937
7550,4250,3477179,5547778
4200,2725,3388463,5570813
5800,5300,3470670,5553158
7450,6850,3480094,5545168
1760,1560,3372076,5511736
2950,2700,3593809,5550490
3600,3200,3497517,5540883
7550,6200,3588179,5530566
2485,2340,3425972,5460225
2725,2340,3481783,5556487
3250,2975,3426496,5609791
6900,6550,3558576,5535727
7550,1380,3429711,5481301
3200,2950,3341772,5498316
1980,1560,3477335,5545898
2725,2563,3375607,5516065
2420,1988,3476699,5560881
1760,1560,3493870,5583433
4200,2725,3439843,5482030
7450,6850,3367598,5498917
3200,2950,3486664,5557638
7550,6200,3367527,5503611
7450,6850,3450147,5409074
7550,1380,3485585,5556560
7450,6850,3467934,5541509
2420,1988,3480592,5560774
3200,2950,3371604,5476723
1980,1760,3432973,5489437
2563,2420,3468762,5433428
3600,3225,3457250,5553202
6900,6550,3381392,5573694
2563,2340,3449414,5427481
1980,1560,3465778,5558610
7450,6850,3513569,5548053
6900,6550,3528754,5569893
2950,2725,3464174,5433907
2420,1988,3461550,5538193
6200,4200,3481590,5547230
3200,2950,3382060,5515744
2950,2700,3565840,5536786
4200,3550,3383303,5588725
7550,6200,3516256,5583236
7450,6850,3501004,5546906
2485,2340,3344901,5488696
7550,1380,3433234,5528639
2950,2700,3525176,5575698
2420,1988,3427043,5556465
3200,2950,3423275,5562123
3200,2950,3370890,5492874
3250,2975,3506874,5592748
2420,1988,3414559,5601305
4200,3550,3461171,5555077
3200,2950,3441737,5558685
3200,2950,3424187,5527866
2725,2340,3429808,5523465
3200,2950,3503193,5561584
2340,1988,3422098,5528236
2420,1988,3481064,5552366
1980,1560,3482263,5558231
2485,2340,3432788,5598726
7550,1380,3466774,5546140
2340,1988,3436096,5458948
2420,1988,3429570,5612869
3650,3550,3468310,5545910
7450,6850,3516187,5583059
7550,6200,3426946,5524807
2420,1988,3428851,5613055
2563,2420,3472363,5552323
7550,1380,3480093,5559785
4200,3550,3409079,5581574
2070,1988,3561720,5575937
6200,4200,3451154,5559675
7450,6850,3523151,5576436
7550,6200,3451145,5546748
3200,2950,3482858,5559563
7550,1380,3382113,5509376
2070,1988,3457688,5536905
2750,2485,3586402,5535487
7450,6850,3430188,5570094
6900,6550,3431007,5615977
5000,4800,3480203,5559721
7450,6850,3440718,5541590
5800,5300,3552333,5576941
5300,4800,3439496,5487491
2950,2725,3451031,5544175
1980,1760,3420754,5583559
3200,2950,3485575,5556690
1980,1760,3400261,5584775
2725,2340,3448908,5467134
7550,1380,3459306,5560213
2485,2340,3409025,5581517
2420,1988,3482858,5559563
6200,4200,3388841,5574761
1980,1560,3472038,5548965
7450,6850,3387823,5580651
6900,6550,3376251,5515442
7550,6200,3479093,5559843
3600,3200,3543838,5556170
3200,2950,3454767,5564075
7550,6200,3452437,5595039
7450,6850,3451466,5555731
2950,2725,3396664,5578655
6150,5750,3397000,5597437
2725,2485,3496940,5542561
5800,5300,3553509,5564868
2950,2700,3557196,5557047
6200,4200,3457638,5536966
7550,1380,3345883,5488394
7450,6850,3528754,5569893
7450,6850,3470732,5572254
7450,6850,3519370,5533764
2420,1988,3561713,5576452
6900,6550,3425336,5530749
5800,5300,3451297,5559198
2725,2340,3451859,5556924
1980,1560,3425238,5460777
6900,6550,3527500,5530791
7550,1380,3433310,5523665
2950,2725,3337878,5495792
4200,3550,3462440,5439172
3200,2950,3447989,5506243
7550,1380,3452087,5565195
2725,2340,3438340,5602151
7550,6200,3380220,5573942
2950,2725,3448119,5554980
7550,1380,3521064,5556139
7450,6850,3530194,5577135
4200,2725,3388864,5576113
4200,2725,3435745,5468690
6900,6550,3544759,5577455
4200,2725,3413256,5591665
7550,1380,3461197,5554971
6900,6550,3509132,5607257
4200,3550,3426667,5609636
6200,4200,3440895,5591308
3200,2950,3474001,5550609
3200,2950,3470605,5556517
3200,2725,3523674,5537112
2563,2420,3462327,5574216
2563,2340,3380532,5477594
7450,6850,3521404,5586774
2420,1988,3429952,5613758
2563,2420,3348646,5499980
7550,1380,3480372,5559542
3200,2750,3512578,5602740
7450,6850,3452219,5556335
2420,1988,3563428,5537878
7550,1380,3561920,5539407
7550,4250,3500349,5587090
5000,4800,3460507,5581902
2340,1988,3383215,5589578
6900,6550,3378925,5514987
7450,6850,3457036,5557634
7550,1380,3457525,5557270
7550,1380,3469798,5547884
2420,1988,3535333,5531656
2340,1988,3378869,5477984
7550,1380,3429571,5526795
2420,1988,3438991,5462612
2563,2420,3378691,5501618
3200,2950,3438268,5564615
4200,2725,3434685,5440231
7450,6850,3487214,5573168
2420,1988,3476971,5547370
2420,1988,3587632,5556029
7550,6200,3510954,5541933
7550,6200,3427349,5529116
4450,4200,3502532,5550691
2725,2485,3476362,5558833
2950,2700,3512578,5602740
1980,1760,3530822,5576815
2725,2563,3461987,5574144
2420,1988,3417339,5591997
6900,6550,3378907,5514990
2420,1988,3478756,5461328
4200,3550,3418045,5601986
1980,1560,3382060,5515744
2420,1988,3424797,5559109
2420,1988,3471960,5549886
4200,2725,3512846,5555101
4200,2725,3472040,5550385
4200,3550,3512201,5581946
3600,3200,3422334,5524426
2563,2420,3532888,5529322
2420,1988,3438433,5431514
2563,2340,3434534,5480292
7550,4250,3478654,5577682
2420,1988,3426277,5613457
3600,3225,3444680,5472724
5000,4800,3474662,5557247
3200,2950,3496940,5542561
4200,2725,3414441,5608959
3150,2938,3502239,5551466
3200,2950,3423167,5526816
6900,6550,3528088,5531488
6900,6550,3522722,5590879
7550,1380,3381095,5582970
5800,5300,3430041,5613600
2420,1988,3461459,5462943
2420,1988,3483104,5552541
2950,2725,3518243,5533206
2725,2485,3467147,5558532
7550,1380,3473053,5559398
3200,2750,3551311,5540269
7450,6850,3491193,5544804
2563,2340,3383246,5510990
2485,2340,3407611,5465418
6900,6550,3482713,5557589
2070,1988,3532888,5529322
7550,1380,3450782,5582566
1980,1760,3533631,5533273
2750,2485,3559907,5537602
7550,1380,3428894,5526898
7550,1380,3463955,5546544
6200,4200,3506342,5605275
4200,2725,3432302,5614695
5300,5000,3460507,5581902
6900,6550,3428726,5612690
7450,6850,3530979,5576747
2750,2485,3556842,5534919
2420,1988,3485880,5546711
2420,2340,3449757,5479324
4200,2725,3422107,5582887
2485,2340,3403065,5599671
6200,4200,3451288,5558946
2420,1988,3452412,5417335
7550,1380,3564464,5579650
2340,1988,3433515,5523223
1980,1560,3429906,5565870
7550,6200,3367673,5502946
7550,1380,3421205,5576794
5800,5300,3456521,5566890
7450,6850,3526971,5531644
3600,3225,3442838,5560386
1980,1958,3435957,5459657
3600,3225,3367945,5497838
2725,2485,3447925,5550183
6200,4200,3479410,5559445
3200,2950,3477316,5559503
4200,3200,3437495,5455184
2420,1988,3582086,5538193
2725,2485,3453997,5547158
3200,2950,3447058,5507891
2563,2420,3376503,5515385
2725,2340,3441939,5435694
7550,1380,3429111,5527104
7550,6200,3474022,5537407
4200,2725,3375617,5515314
2725,2340,3388791,5570340
1980,1560,3376369,5517069
4200,3200,3423518,5528526
4200,3550,3541724,5559918
3200,2950,3528088,5531488
4200,3550,3438174,5592691
2950,2725,3475958,5560540
6150,5300,3474824,5561066
2070,1988,3428622,5540743
3200,2950,3398350,5587543
2950,2725,3522788,5537170
2950,2725,3416232,5599809
4200,3550,3454107,5456244
3200,2950,3341899,5498166
7550,1380,3419960,5528529
1980,1560,3473197,5560357
7550,1380,3481713,5554851
7550,1380,3473731,5550521
3600,3225,3467706,5572130
3200,2725,3474905,5560586
1979,1380,3457688,5536975
1760,1560,3552873,5558059
7550,4250,3429678,5524633
2420,1988,3387442,5570069
2725,2340,3398404,5523045
6900,6550,3393071,5505226
2070,1988,3420381,5491973
5800,5300,3460260,5586033
2725,2563,3366955,5504042
5800,5300,3557816,5534361
3200,2950,3374381,5476329
2485,2340,3388791,5570340
3250,2975,3443539,5626415
6900,6550,3554205,5534632
5800,5300,3557260,5535802
2925,2700,3380778,5524955
6900,6550,3422494,5524614
4200,2725,3389001,5570318
4200,3550,3455964,5455588
2950,2725,3518243,5533206
2563,2340,3475012,5557632
7450,6850,3421466,5564002
3200,2950,3374381,5476329
3200,2950,3470251,5553681
2563,2420,3423003,5560447
1980,1560,3567779,5543913
1980,1560,3556863,5534823
7550,1380,3504072,5550547
3200,2725,3373440,5508268
6900,6550,3528260,5531189
2340,1988,3428424,5527177
3250,2975,3463536,5609895
6900,6550,3459091,5559614
2950,2725,3451589,5556870
4200,3550,3433302,5565340
7550,1380,3422177,5528450
4200,2725,3461758,5577587
7450,6850,3522243,5587230
2725,2485,3463440,5557655
2950,2700,3588149,5530163
3600,3200,3449240,5549962
2925,2700,3384549,5499736
2725,2340,3418735,5451741
7450,6850,3481173,5545854
7550,1380,3422754,5526245
4200,3550,3455954,5559654
7550,1380,3447564,5575493
1980,1560,3399546,5597855
2725,2340,3409025,5581517
7450,6850,3505831,5592667
6200,4200,3470692,5556483
7550,1380,3426639,5525314
2725,2340,3480823,5559085
7450,6850,3522332,5538374
1980,1560,3552354,5540872
3200,2950,3359303,5484669
2485,2340,3435590,5460065
6200,4200,3502011,5580702
7450,6850,3516812,5534891
6900,6550,3516296,5583156
2563,2420,3374082,5480931
3200,2950,3458080,5462316
7550,1380,3468105,5551139
3200,2950,3388344,5581377
3200,2950,3423464,5528704
2485,2340,3453322,5435019
6900,6550,3376592,5502947
2420,1988,3481173,5545854
2485,2340,3474704,5560354
1980,1560,3415131,5599921
7450,6850,3382687,5572443
7450,6850,3519370,5533764
3200,2950,3479833,5559178
6200,4200,3495425,5552997
7550,6200,3423079,5528713
2725,2485,3470440,5553259
7550,1380,3465134,5478344
6900,6550,3545742,5578682
4200,2725,3499064,5586271
2950,2725,3450379,5559273
1760,1560,3438701,5463415
7450,6850,3429658,5526479
7550,1380,3429029,5526011
3250,2975,3559646,5564793
7550,1380,3426938,5525804
2563,2340,3460822,5468099
7550,1380,3519683,5535249
2950,2725,3422341,5577354
3200,2950,3433579,5528714
2420,1988,3524881,5578036
1760,1560,3552873,5558059
2420,1988,3405841,5469411
6200,4200,3479566,5559346
7550,1380,3514636,5555222
1560,1380,3471167,5557579
2563,2340,3475012,5557632
7550,1380,3476305,5546821
2950,2700,3620183,5515276
2420,1988,3556313,5525538
7550,1380,3456704,5538484
5000,4800,3502631,5539707
1560,1380,3408843,5604611
1980,1560,3466148,5570958
4200,3550,3477609,5553191
1760,1560,3461474,5427010
2420,1988,3441116,5446542
2070,1988,3557816,5534361
7550,1380,3533282,5524705
7550,1380,3469496,5551657
7550,1380,3470605,5556517
7450,6850,3378907,5514990
2340,2205,3555949,5540346
2725,2340,3413903,5559932
1980,1560,3386217,5515946
7450,6850,3469892,5538427
2725,2485,3482573,5559498
3250,2975,3558972,5538430
1980,1958,3432973,5489437
5000,4800,3366650,5496248
3200,2950,3463166,5557062
7450,6850,3481173,5545854
4200,3550,3462440,5439172
5800,5300,3337933,5495820
1980,1560,3524621,5534428
2563,2420,3393034,5505416
5800,5300,3463174,5557212
2950,2700,3561896,5572896
3200,2725,3437839,5461362
7450,6850,3378907,5514990
6900,6550,3503095,5561558
3600,3225,3439657,5590557
5800,5300,3497649,5597849
2925,2700,3348248,5487437
2950,2725,3451859,5556924
2725,2340,3477790,5553943
2420,1988,3481633,5556831
5000,4800,3399269,5488550
6200,4200,3470605,5556517
2750,2485,3420173,5459090
7550,1380,3447568,5532803
2950,2700,3558728,5538506
2725,2563,3470251,5553681
7550,1380,3472437,5548122
2725,2340,3455594,5559567
4800,4450,3444796,5558814
3200,2950,3379629,5579093
6200,4200,3355865,5511757
3200,2950,3414441,5608959
5300,4800,3432240,5524892
2950,2725,3431578,5529596
3200,2950,3432472,5523169
3600,3200,3454033,5451014
7450,6850,3438666,5530724
3250,2975,3555752,5540500
3200,2750,3553018,5534191
7450,6850,3556863,5534823
7450,6850,3376441,5515434
7450,6850,3516722,5542101
6200,2725,3426639,5525314
1980,1560,3565840,5536786
3200,2950,3398571,5587641
2925,2700,3354123,5487408
7550,1380,3431436,5524083
3600,3225,3352850,5493615
3200,2750,3552708,5576763
6200,4200,3438132,5600670
2420,1988,3429343,5541707
4200,2725,3435403,5465309
4200,2725,3411011,5582568
2725,2340,3451859,5556924
2725,2340,3451460,5558837
5000,4800,3480183,5559681
4200,2725,3391821,5506277
3200,2950,3457093,5555488
7550,6200,3518347,5587012
3200,2950,3386027,5570764
7450,6850,3461656,5537022
1980,1760,3561757,5539586
5000,4800,3503095,5561558
2420,2340,3428341,5442120
7550,1380,3449693,5585411
3200,2950,3510908,5605823
7550,1380,3403634,5536054
2725,2340,3368741,5491415
2950,2725,3447327,5554746
3200,2950,3433244,5525411
2563,2420,3421740,5524780
7550,6200,3422319,5528324
2563,2340,3421802,5476939
2950,2700,3525972,5589488
7450,6850,3479457,5559332
3200,2950,3433255,5528141
1979,1380,3457708,5536995
2750,2485,3506843,5605148
7450,6850,3388962,5580571
7550,1380,3454026,5424842
2563,2340,3475012,5557632
3200,2950,3449268,5556255
7550,1380,3464914,5557955
2420,1988,3484813,5557414
3200,2950,3449584,5565189
6200,4200,3452518,5579519
4200,3550,3476225,5546700
6550,6150,3441839,5558914
3250,2975,3625214,5509444
2950,2725,3452325,5557804
7550,1380,3450172,5545700
5000,4800,3487145,5546860
4200,3550,3388791,5570340
6900,6550,3462530,5536519
2420,1988,3468125,5555810
7550,1380,3449992,5565711
3200,2950,3477179,5547778
1980,1560,3383177,5514094
2070,1988,3438756,5483097
4800,4450,3432872,5613150
6200,4200,3513722,5608369
1980,1760,3445490,5439015
4200,3550,3429952,5613758
7550,1380,3453748,5557924
5000,4800,3375458,5543136
4200,2725,3502461,5550722
2563,2420,3376614,5515553
7450,6850,3558455,5535851
7550,6200,3545616,5582061
7550,1380,3477533,5455969
3200,2950,3457032,5558394
3200,2950,3459611,5551373
6900,6550,3510949,5541918
2420,1988,3554146,5534529
6150,5300,3448119,5554980
6200,2725,3453766,5557982
7450,6850,3515796,5583173
4200,3550,3418151,5602535
4200,2725,3463584,5444143
2950,2700,3506524,5597716
1760,1560,3504332,5561957
4200,2340,3430204,5589559
2925,2700,3378008,5512853
6900,6550,3417107,5601279
7550,1380,3391581,5590282
6900,6550,3384026,5584185
6900,6550,3477140,5547779
6200,5750,3426701,5528857
2420,1988,3431111,5475570
2420,1988,3434550,5594660
4200,3550,3463307,5557401
3250,2975,3584483,5571102
2925,2700,3376562,5515469
3200,2750,3556662,5556767
7550,4250,3527950,5532887
2950,2725,3437919,5468277
4200,2725,3445015,5477953
